url,label,source
https://www.afreecatv.com,0,2
https://www.africa.upenn.edu,1,1
https://www.africa.upenn.edu/,0,2
https://www.agdinteractive.com,1,1
https://www.agdinteractive.com/,0,2
https://www.agriculture.com,1,1
https://www.agriculture.com/,0,2
https://www.ahmedabadmirror.com,1,1
https://www.ahmedabadmirror.com/,0,2
https://www.aim.com.au,1,1
https://www.aim.com.au/,0,2
http://www.airlineadverts.com,0,1
http://airlineadverts.com/,1,2
https://www.airlinemeals.net,1,1
http://www.airlinemeals.net,0,1
https://www.airliners.net,1,1
https://www.airliners.net/,0,2
https://www.airsunshine.com,1,1
https://www.airsunshine.com/,0,2
https://www.airtattoo.com,1,1
https://www.airtattoo.com/,0,2
https://www.aisc.org,1,1
https://www.aisc.org/,0,2
https://www.aja.com,1,1
https://www.aja.com/,0,2
https://www.alarabiya.net,1,1
https://www.alarabiya.net,0,2
http://alareentading-catalog.page.tl/,0,1
https://alareentading-catalog.page.tl/,1,2
http://alareentading-catalog.page.tl/,1,2
https://www.albany.edu,1,1
https://www.albany.edu/,0,2
https://www.albany.org,1,1
https://www.albany.org/,0,2
https://www.albanyherald.com,1,1
https://www.albanyherald.com/,0,2
https://www.albanyschools.org,1,1
https://www.albanyschools.org/,0,2
https://www.albawabhnews.com,1,1
https://www.albawabhnews.com,0,2
https://www.albertsons.com,1,1
https://www.albertsons.com/,0,2
https://www.alibaba.com,1,1
https://www.alibaba.com,0,2
https://www.allianceairlines.com.au,1,1
https://www.allianceairlines.com.au/,0,2
https://www.allkpop.com,1,1
https://www.allkpop.com,0,2
https://www.allrecipes.com,1,1
https://www.allrecipes.com,0,2
https://www.alodokter.com,1,1
https://www.alodokter.com,0,2
https://www.aloud.com,1,1
https://www.aloud.com/,0,2
https://www.alpa.org,1,1
https://www.alpa.org/,0,2
http://www.alphauniforms.ae,0,1
https://www.alphauniforms.ae,1,1
https://www.altitude-sports.com,1,1
https://www.altitude-sports.com/,0,2
https://www.alu.edu,1,1
https://www.alu.edu/,0,2
https://www.americafirst.com,1,1
https://www.americafirst.com/,0,2
https://www.americanmusical.com,1,1
https://www.americanmusical.com/,0,2
https://www.amfirstbooks.com,1,1
https://www.amfirstbooks.com/,0,2
https://www.amgeneral.com,1,1
https://www.amgeneral.com/,0,2
https://www.amna.gr,1,1
http://www.amna.gr,0,1
https://www.amren.com,1,1
https://www.amren.com/,0,2
https://www.amritsarcorp.com,1,1
https://www.amritsarcorp.com/,0,2
https://www.ana.co.jp,1,1
https://www.ana.co.jp,0,2
https://www.anandabazar.com,1,1
https://www.anandabazar.com/,0,2
https://www.ancestry.com,1,1
https://www.ancestry.com,0,2
https://www.andhrajyothy.com,1,1
https://www.andhrajyothy.com,0,2
https://www.andhrajyothy.com/,0,2
https://www.andrewsmcmeel.com,1,1
https://www.andrewsmcmeel.com/,0,2
https://www.angelicwarlord.com,1,1
https://www.angelicwarlord.com/,0,2
https://www.anglicancatholic.ca,1,1
https://www.anglicancatholic.ca/,0,2
https://www.anglicancatholic.org,1,1
https://www.anglicancatholic.org/,0,2
https://www.anime-expo.org,1,1
https://www.anime-expo.org/,0,2
https://www.ans.iastate.edu,1,1
https://www.ans.iastate.edu/,0,2
https://www.ansa.it,1,1
https://www.ansa.it,0,2
https://www.ansto.gov.au,1,1
https://www.ansto.gov.au/,0,2
https://www.anticipationsf.ca,1,1
https://www.anticipationsf.ca/,0,2
https://www.apache.org,1,1
https://www.apache.org,0,2
https://www.apartments.com,1,1
https://www.apartments.com,0,2
https://www.aphsa.org,1,1
https://www.aphsa.org/,0,2
https://www.apmbodyjewelry.com,1,1
https://apmbodyjewelry.com/,0,2
https://www.aprilwine.ca,1,1
https://www.aprilwine.ca/,0,2
https://www.aputure.com,1,1
https://www.aputure.com/,0,2
https://www.arborteas.com,1,1
https://www.arborteas.com/,0,2
https://www.arcadiapublishing.com,1,1
https://www.arcadiapublishing.com/,0,2
https://www.arcticicehockey.com,1,1
https://www.arcticicehockey.com/,0,2
https://www.arenasolutions.com,1,1
https://www.arenasolutions.com/,0,2
https://www.argaam.com,1,1
https://www.argaam.com,0,2
https://www.argus-press.com,1,1
https://www.argus-press.com/,0,2
https://www.arkansasonline.com,1,1
https://www.arkansasonline.com/,0,2
https://www.army.mil,1,1
https://www.army.mil/,0,2
https://www.arrowheadpride.com,1,1
https://www.arrowheadpride.com/,0,2
https://www.artistopia.com,1,1
https://www.artistopia.com/,0,2
https://www.artsinohio.com,1,1
https://www.artsinohio.com/,0,2
https://www.asahi.com,1,1
https://www.asahi.com,0,2
http://www.asconline.we11point.com,0,1
http://asconline.we11point.com/,1,2
https://www.asiaasset.com,1,1
https://www.asiaasset.com/,0,2
https://www.asianage.com,1,1
https://asianage.com/,0,2
https://www.ask.com,1,1
https://www.ask.com,0,2
https://www.ask.com/,0,2
https://www.askart.com,1,1
https://www.askart.com/,0,2
https://www.askubuntu.com,1,1
https://www.askubuntu.com,0,2
https://www.asriran.com,1,1
https://www.asriran.com,0,2
https://www.astate.edu,1,1
https://www.astate.edu/,0,2
https://www.asub.edu,1,1
https://www.asub.edu/,0,2
https://www.asun.edu,1,1
https://www.asun.edu/,0,2
https://www.atdetroit.net,1,1
https://www.atdetroit.net/,0,2
https://www.athleticsnation.com,1,1
https://www.athleticsnation.com/,0,2
https://www.atlantaga.gov,1,1
https://www.atlantaga.gov/,0,2
https://www.atu.edu,1,1
https://www.atu.edu/,0,2
https://www.au.org,1,1
https://www.au.org/,0,2
https://www.auburn.edu,1,1
https://www.auburn.edu/,0,2
https://www.audible.com,1,1
https://www.audible.com,0,2
https://www.augustaga.gov,1,1
https://www.augustaga.gov/,0,2
https://www.aup.edu,1,1
https://www.aup.edu/,0,2
http://www.ausameetings.com,0,1
http://ausameetings.com/,1,2
https://www.austinreggaefest.com,1,1
https://www.austinreggaefest.com/,0,2
https://www.australianstage.com.au,1,1
https://www.australianstage.com.au/,0,2
https://www.author-me.com,1,1
https://www.author-me.com/,0,2
https://www.authorsden.com,1,1
https://www.authorsden.com/,0,2
https://www.autodesk.com,1,1
https://www.autodesk.com,0,2
https://www.avilabeachresort.com,1,1
https://www.avilabeachresort.com/,0,2
https://www.avira.com,1,1
https://www.avira.com,0,2
https://www.aweber.com,1,1
https://www.aweber.com,0,2
https://www.awwa.org,1,1
https://www.awwa.org/,0,2
https://www.axisbank.com,1,1
https://www.axisbank.com,0,2
https://www.azlyrics.com,1,1
https://www.azlyrics.com,0,2
https://www.bahn.de,1,1
https://www.bahn.de,0,2
https://www.ballymenaguardian.co.uk,1,1
https://www.ballymenaguardian.co.uk/,0,2
https://www.bankalfalah.com,1,1
https://www.bankalfalah.com/,0,2
https://www.bankofcanada.ca,1,1
https://www.bankofcanada.ca/,0,2
https://www.bankrate.com,1,1
https://www.bankrate.com/,0,2
https://www.banyanbotanicals.com,1,1
https://www.banyanbotanicals.com/,0,2
https://www.baptist-health.com,1,1
https://www.baptist-health.com/,0,2
https://www.barcafan-club.com,1,1
https://www.barcafan-club.com/,0,2
https://www.barnesandnoble.com,1,1
https://www.barnesandnoble.com,0,2
https://www.barnesandnoble.com/,0,2
https://www.bayonnenj.org,1,1
https://www.bayonnenj.org/,0,2
https://www.bbc.com,1,1
https://www.bbc.com,0,2
https://www.bbg.org,1,1
https://www.bbg.org/,0,2
https://www.bbr.com,1,1
https://www.bbr.com/,0,2
https://www.bc.vc,1,1
https://www.bc.vc,0,2
https://www.bcbst.com,1,1
https://www.bcbst.com/,0,2
https://www.beer-universe.com,1,1
https://www.beer-universe.com/,0,2
https://www.bell.ca,1,1
https://www.bell.ca/,0,2
https://www.belloflostsouls.net,1,1
https://www.belloflostsouls.net/,0,2
https://www.bengals.com,1,1
https://www.bengals.com/,0,2
https://www.benning.army.mil,1,1
https://www.benning.army.mil/,0,2
https://www.bentley.edu,1,1
https://www.bentley.edu/,0,2
https://www.berkeley.edu,1,1
https://www.berkeley.edu,0,2
https://www.berkeley.edu/,0,2
https://www.berkeleyhomes.com,1,1
https://www.berkeleyhomes.com/,0,2
https://www.besoccer.com,1,1
https://www.besoccer.com,0,2
http://www.bestairlinepricetags.com,0,1
http://bestairlinepricetags.com/,1,2
https://www.bestaviation.net,1,1
https://www.bestaviation.net/,0,2
https://www.bestbuy.com,1,1
https://www.bestbuy.com,0,2
https://www.bestbuy.com/,0,2
https://www.bethelsd.org,1,1
https://www.bethelsd.org/,0,2
https://www.bevmo.com,1,1
https://www.bevmo.com/,0,2
https://www.biblegateway.com,1,1
https://www.biblegateway.com,0,2
http://bicicentroslezama.com/ejercicio/2050x/myaccount_done.htm,0,1
http://bicicentroslezama.com/EJERCICIO/2050X/myaccount_done.htm,1,2
https://www.bigfoot.com,1,1
https://www.bigfoot.com/,0,2
https://www.biglobe.ne.jp,1,1
https://www.biglobe.ne.jp,0,2
https://www.bigy.com,1,1
https://www.bigy.com/,0,2
http://www.bikessport.com,0,1
http://bikessport.com/,1,2
https://www.billslater.com,1,1
https://www.billslater.com/,0,2
https://www.biobiochile.cl,1,1
https://www.biobiochile.cl,0,2
https://www.birminghamairport.co.uk,1,1
https://www.birminghamairport.co.uk/,0,2
https://www.birminghamhippodrome.com,1,1
https://www.birminghamhippodrome.com/,0,2
https://www.blackclassicmovies.com,1,1
https://www.blackclassicmovies.com/,0,2
https://www.bloggerheads.com,1,1
https://www.bloggerheads.com/,0,2
https://www.bls.gov,1,1
https://www.bls.gov/,0,2
https://www.blu-ray.com,1,1
https://www.blu-ray.com/,0,2
https://www.bmansbluesreport.com,1,1
https://www.bmansbluesreport.com/,0,2
https://www.bobdylan.com,1,1
https://www.bobdylan.com/,0,2
https://www.bobmarley.com,1,1
https://www.bobmarley.com/,0,2
https://www.boc.cn,1,1
https://www.boc.cn,0,2
https://www.bodykits.com,1,1
https://www.bodykits.com/,0,2
https://www.boeing.com,1,1
https://www.boeing.com/,0,2
https://www.boisepubliclibrary.org,1,1
https://www.boisepubliclibrary.org/,0,2
https://www.bolasport.com,1,1
https://www.bolasport.com,0,2
https://www.boldlife.com,1,1
https://www.boldlife.com/,0,2
http://www.bolidar.dnset.com,0,1
http://bolidar.dnset.com/,1,2
https://www.bonnieraitt.com,1,1
https://www.bonnieraitt.com/,0,2
https://www.bookbrowse.com,1,1
https://www.bookbrowse.com/,0,2
https://www.bookcrossing.com,1,1
https://www.bookcrossing.com/,0,2
https://www.booknotes.org,1,1
https://www.booknotes.org/,0,2
https://www.books.com.tw,1,1
https://www.books.com.tw,0,2
https://www.booksie.com,1,1
https://www.booksie.com/,0,2
https://www.boppy.com,1,1
https://www.boppy.com/,0,2
https://www.boredpanda.com,1,1
https://www.boredpanda.com,0,2
https://www.boursorama.com,1,1
https://www.boursorama.com,0,2
https://www.bowiestate.edu,1,1
https://www.bowiestate.edu/,0,2
https://www.bradley.edu,1,1
https://www.bradley.edu/,0,2
https://www.bradleyscout.com,1,1
https://www.bradleyscout.com/,0,2
https://www.brainyhistory.com,1,1
https://www.brainyhistory.com/,0,2
https://www.branson.com,1,1
https://www.branson.com/,0,2
https://www.brick.com,1,1
https://www.brick.com/,0,2
https://www.brilio.net,1,1
https://www.brilio.net,0,2
https://www.britannica.com,1,1
https://www.britannica.com,0,2
https://www.britishandirishworld.com,1,1
https://www.britishandirishworld.com/,0,2
https://www.britishcouncil.org,1,1
https://www.britishcouncil.org,0,2
https://www.britmovie.co.uk,1,1
https://www.britmovie.co.uk/,0,2
https://www.brooklaw.edu,1,1
https://www.brooklaw.edu/,0,2
https://www.brooklynbridgepark.org,1,1
https://www.brooklynbridgepark.org/,0,2
https://www.brooklynmuseum.org,1,1
https://www.brooklynmuseum.org/,0,2
https://www.brooklynpaper.com,1,1
https://www.brooklynpaper.com/,0,2
https://www.brooklyntabernacle.org,1,1
https://www.brooklyntabernacle.org/,0,2
https://www.brownjenkins.com,1,1
https://www.brownjenkins.com/,0,2
https://www.bruinskeptics.org,1,1
https://www.bruinskeptics.org/,0,2
https://www.buffalobills.com,1,1
https://www.buffalobills.com/,0,2
https://www.buffiniandcompany.com,1,1
https://www.buffiniandcompany.com/,0,2
https://www.buick.com,1,1
https://www.buick.com/,0,2
https://www.burbank.com,1,1
https://www.burbank.com/,0,2
http://www.burst-media.com,0,1
http://burst-media.com/,1,2
https://www.business-services.upenn.edu,1,1
https://www.business-services.upenn.edu/,0,2
https://www.business.fullerton.edu,1,1
https://www.business.fullerton.edu/,0,2
https://www.businesstoday.org,1,1
https://www.businesstoday.org/,0,2
https://www.butterball.com,1,1
https://www.butterball.com/,0,2
https://www.ca.gov,1,1
https://www.ca.gov,0,2
https://www.ca.gov/,0,2
https://www.ca.uky.edu,1,1
https://www.ca.uky.edu/,0,2
https://www.ca11.uscourts.gov,1,1
https://www.ca11.uscourts.gov/,0,2
https://www.ca4.uscourts.gov,1,1
https://www.ca4.uscourts.gov/,0,2
https://www.ca7.uscourts.gov,1,1
https://www.ca7.uscourts.gov/,0,2
https://www.cabdirect.org,1,1
https://www.cabdirect.org/,0,2
https://www.cacd.uscourts.gov,1,1
https://www.cacd.uscourts.gov/,0,2
https://cache.nebula.phx3.secureserver.net/obj/qkmymthbnjg0rjjcrjg2njc3oem6ywy1zdcwyjhhoddhzmqwzdgyztdkotuymdlky2yzody6ojo6,0,1
http://cache.nebula.phx3.secureserver.net/obj/QkMyMThBNjg0RjJCRjg2Njc3OEM6YWY1ZDcwYjhhODdhZmQwZDgyZTdkOTUyMDlkY2YzODY6Ojo6/,1,2
http://cache.nebula.phx3.secureserver.net/obj/QkMyMThBNjg0RjJCRjg2Njc3OEM6YWY1ZDcwYjhhODdhZmQwZDgyZTdkOTUyMDlkY2YzODY6Ojo6,1,2
http://www.cachecontent.com,0,1
http://cachecontent.com/,1,2
https://www.cadillac.com,1,1
https://www.cadillac.com/,0,2
https://www.cae.com,1,1
https://www.cae.com/,0,2
https://www.caisse-epargne.fr,1,1
https://www.caisse-epargne.fr,0,2
https://www.calacademy.org,1,1
https://www.calacademy.org/,0,2
https://www.callutheran.edu,1,1
https://www.callutheran.edu/,0,2
https://www.calpoly.edu,1,1
https://www.calpoly.edu/,0,2
https://www.cambridgema.gov,1,1
https://www.cambridgema.gov/,0,2
https://www.camera-obscura.co.uk,1,1
https://www.camera-obscura.co.uk/,0,2
https://www.campbellsoupcompany.com,1,1
https://www.campbellsoupcompany.com/,0,2
https://www.canadaplace.ca,1,1
https://www.canadaplace.ca/,0,2
https://www.cantwell.senate.gov,1,1
https://www.cantwell.senate.gov/,0,2
https://www.capri.com,1,1
https://www.capri.com/,0,2
http://www.captainblowdri.com,0,1
http://captainblowdri.com/,1,2
https://www.cardratings.com,1,1
https://www.cardratings.com/,0,2
https://www.care2.com,1,1
https://www.care2.com/,0,2
https://www.career.berkeley.edu,1,1
https://www.career.berkeley.edu/,0,2
https://www.careerbuilder.com,1,1
https://www.careerbuilder.com/,0,2
https://www.cargurus.com,1,1
https://www.cargurus.com,0,2
https://www.carlemuseum.org,1,1
https://www.carlemuseum.org/,0,2
https://www.carnegiecouncil.org,1,1
https://www.carnegiecouncil.org/,0,2
https://www.carolina.renfestinfo.com,1,1
https://www.carolina.renfestinfo.com/,0,2
https://www.cassinfo.com,1,1
https://www.cassinfo.com/,0,2
https://www.catholiccompany.com,1,1
https://www.catholiccompany.com/,0,2
https://www.catholicity.com,1,1
https://www.catholicity.com/,0,2
https://www.catoftheday.com,1,1
https://www.catoftheday.com/,0,2
https://www.cavediving.net.au,1,1
https://www.cavediving.net.au/,0,2
https://www.cbass.com,1,1
http://www.cbass.com,0,1
https://www.cbiz.com,1,1
https://www.cbiz.com/,0,2
https://www.cbmt.org,1,1
https://www.cbmt.org/,0,2
https://www.cbssports.com,1,1
https://www.cbssports.com,0,2
https://www.cca.edu,1,1
https://www.cca.edu/,0,2
https://www.ccab.com,1,1
https://www.ccab.com/,0,2
https://www.ccfm.org,1,1
https://www.ccfm.org/,0,2
https://www.ccis.edu,1,1
https://www.ccis.edu/,0,2
https://www.ccjm.org,1,1
https://www.ccjm.org/,0,2
https://www.ccm.edu,1,1
https://www.ccm.edu/,0,2
https://www.ccny.cuny.edu,1,1
https://www.ccny.cuny.edu/,0,2
https://www.ccre.org,1,1
https://www.ccre.org/,0,2
https://www.ccsd.net,1,1
https://www.ccsd.net/,0,2
https://www.ccsf.edu,1,1
https://www.ccsf.edu/,0,2
https://www.cda.pl,1,1
https://www.cda.pl,0,2
https://www.cdcr.ca.gov,1,1
https://www.cdcr.ca.gov/,0,2
https://www.cdta.org,1,1
https://www.cdta.org/,0,2
https://www.cduniverse.com,1,1
https://www.cduniverse.com/,0,2
https://www.cedarcity.org,1,1
https://www.cedarcity.org/,0,2
https://www.census.gov,1,1
https://www.census.gov/,0,2
https://www.centralchronicle.com,1,1
https://www.centralchronicle.com/,0,2
https://www.centralpark.com,1,1
https://www.centralpark.com/,0,2
https://www.cfl.ca,1,1
https://www.cfl.ca/,0,2
https://www.cfo.com,1,1
https://www.cfo.com/,0,2
https://www.chairmanmills.com,1,1
https://www.chairmanmills.com/,0,2
https://www.charge.com,1,1
https://www.charge.com/,0,2
https://www.charleskush.com,1,1
https://www.charleskush.com/,0,2
https://www.chase.com,1,1
https://www.chase.com,0,2
https://www.chase.com/,0,2
https://www.che-fare.com,1,1
http://www.che-fare.com,0,1
https://www.cheapair.com,1,1
https://www.cheapair.com/,0,2
https://www.cheatsheet.com,1,1
https://www.cheatsheet.com,0,2
http://www.checkwinframe.com,0,1
http://checkwinframe.com/,1,2
https://www.chennaionlineflorists.com,1,1
https://www.chennaionlineflorists.com/,0,2
https://www.chess.com,1,1
https://www.chess.com,0,2
https://www.chevrolet.com,1,1
https://www.chevrolet.com/,0,2
https://www.chhs.niu.edu,1,1
https://www.chhs.niu.edu/,0,2
http://www.chiaperottipaolo.it,0,1
http://chiaperottipaolo.it/,1,2
https://www.childrensmercy.org,1,1
https://www.childrensmercy.org/,0,2
https://www.chinadaily.com.cn,1,1
https://www.chinadaily.com.cn,0,2
http://www.chinastrat.com,0,1
http://chinastrat.com,1,2
http://www.chinastrats.com,0,1
http://www.chinastrats.com,1,2
http://chinastrats.com,1,2
https://www.chinatimes.com,1,1
https://www.chinatimes.com,0,2
https://www.chippc.com,1,1
http://www.chippc.com,0,1
https://www.chl.ca,1,1
https://www.chl.ca/,0,2
https://www.chrisabraham.com,1,1
https://www.chrisabraham.com/,0,2
https://www.chron.com,1,1
https://www.chron.com,0,2
https://www.chroniclebooks.com,1,1
https://www.chroniclebooks.com/,0,2
https://www.chuckberry.com,1,1
https://www.chuckberry.com/,0,2
https://www.chuckecheese.com,1,1
https://www.chuckecheese.com/,0,2
https://www.cinema.ucla.edu,1,1
https://www.cinema.ucla.edu/,0,2
https://www.cirquedusoleil.com,1,1
https://www.cirquedusoleil.com/,0,2
https://www.cisco.com,1,1
https://www.cisco.com,0,2
https://www.cityhall.lima.oh.us,1,1
https://www.cityhall.lima.oh.us/,0,2
https://www.cityofdenton.com,1,1
https://www.cityofdenton.com/,0,2
https://www.cityofiola.com,1,1
https://www.cityofiola.com/,0,2
https://www.cityofsacramento.org,1,1
https://www.cityofsacramento.org/,0,2
https://www.cityoftulsa.org,1,1
https://www.cityoftulsa.org/,0,2
https://www.cityofzillah.us,1,1
https://www.cityofzillah.us/,0,2
https://www.citytech.cuny.edu,1,1
https://www.citytech.cuny.edu/,0,2
https://www.cityvision.edu,1,1
https://www.cityvision.edu/,0,2
https://www.clarin.com,1,1
https://www.clarin.com,0,2
https://www.clarkcountynv.gov,1,1
https://www.clarkcountynv.gov/,0,2
https://www.clemensarchitecture.com,1,1
https://www.clemensarchitecture.com/,0,2
https://www.clevelandart.org,1,1
https://www.clevelandart.org/,0,2
https://www.clevelandbrowns.com,1,1
https://www.clevelandbrowns.com/,0,2
https://www.clevelandorchestra.com,1,1
https://www.clevelandorchestra.com/,0,2
https://www.clevelandpeople.com,1,1
https://www.clevelandpeople.com/,0,2
https://www.clickfunnels.com,1,1
https://www.clickfunnels.com,0,2
http://www.climaxcn.com,0,1
http://climaxcn.com,1,2
https://www.clipland.com,1,1
https://www.clipland.com/,0,2
https://www.clipperflyingboats.com,1,1
https://www.clipperflyingboats.com/,0,2
http://www.clockpunchposition.com,0,1
http://clockpunchposition.com/,1,2
https://www.clorox.com,1,1
https://www.clorox.com/,0,2
http://www.cloudimagecdn.com,0,1
http://cloudimagecdn.com/,1,2
http://www.cloudimagehosters.com,0,1
http://cloudimagehosters.com/,1,2
http://clubeamigosdopedrosegundo.com.br/last/,0,1
http://clubeamigosdopedrosegundo.com.br/last/,1,2
http://clubeamigosdopedrosegundo.com.br/list/,0,1
http://clubeamigosdopedrosegundo.com.br/list/,1,2
http://clubeamigosdopedrosegundo.com.br/list/index.php?email=abuse@brain.net.pk,0,1
http://clubeamigosdopedrosegundo.com.br/list/index.php?email=abuse@brain.net.pk,1,2
https://www.clubic.com,1,1
https://www.clubic.com,0,2
https://www.cnblogs.com,1,1
https://www.cnblogs.com,0,2
https://www.cnd.com,1,1
https://www.cnd.com/,0,2
https://www.cnm.edu,1,1
https://www.cnm.edu/,0,2
https://www.cnnindonesia.com,1,1
https://www.cnnindonesia.com,0,2
https://www.co.cook.mn.us,1,1
https://www.co.cook.mn.us/,0,2
https://www.codman.org,1,1
https://www.codman.org/,0,2
https://www.coffeebeandirect.com,1,1
https://coffeebeandirect.com/,0,2
https://www.coingecko.com,1,1
https://www.coingecko.com,0,2
https://www.coinmama.com,1,1
http://www.coinmama.com,0,1
https://www.collegeboard.org,1,1
https://www.collegeboard.org,0,2
https://www.collegeinsider.com,1,1
https://www.collegeinsider.com/,0,2
https://www.coloradorapids.com,1,1
https://www.coloradorapids.com/,0,2
https://www.columbia.edu,1,1
https://www.columbia.edu,0,2
https://www.comicbookbin.com,1,1
https://www.comicbookbin.com/,0,2
https://www.commbank.com.au,1,1
https://www.commbank.com.au,0,2
https://www.commentcamarche.net,1,1
https://www.commentcamarche.net,0,2
https://www.commerce.gov,1,1
https://www.commerce.gov/,0,2
https://www.commercebank.com,1,1
https://www.commercebank.com/,0,2
https://www.commissarybbq.com,1,1
https://www.commissarybbq.com/,0,2
https://www.commonsensemedia.org,1,1
https://www.commonsensemedia.org/,0,2
https://www.concertboom.com,1,1
https://www.concertboom.com/,0,2
https://www.concordia.ca,1,1
https://www.concordia.ca/,0,2
https://www.concorsodeleganzavilladeste.com,1,1
https://www.concorsodeleganzavilladeste.com/,0,2
https://www.conoco.com,1,1
https://www.conoco.com/,0,2
https://www.consolidatedcredit.org,1,1
https://www.consolidatedcredit.org/,0,2
http://www.contenthosts.com,0,1
http://contenthosts.com/,1,2
https://www.copyright.gov,1,1
https://www.copyright.gov/,0,2
https://www.corliss-lamont.org,1,1
https://www.corliss-lamont.org/,0,2
https://www.cornell.edu,1,1
https://www.cornell.edu,0,2
https://www.correios.com.br,1,1
https://www.correios.com.br,0,2
https://www.corriere.it,1,1
https://www.corriere.it,0,2
https://www.cosafa.com,1,1
https://www.cosafa.com/,0,2
https://www.costco.com,1,1
https://www.costco.com,0,2
https://www.county.org,1,1
https://www.county.org/,0,2
https://www.coupdemainmagazine.com,1,1
https://www.coupdemainmagazine.com/,0,2
https://www.cousteau.org,1,1
https://www.cousteau.org/,0,2
https://www.cprseattle.com,1,1
https://www.cprseattle.com/,0,2
https://www.cpsc.gov,1,1
https://www.cpsc.gov/,0,2
https://www.credit-agricole.fr,1,1
https://www.credit-agricole.fr,0,2
http://creditiperhabbogratissicuro100.blogspot.it/2011/02/habbo-crediti-gratis-sicuro-100.html,0,1
http://creditiperhabbogratissicuro100.blogspot.it/2011/02/habbo-crediti-gratis-sicuro-100.html,1,2
https://www.crockford.org.uk,1,1
https://www.crockford.org.uk/,0,2
https://www.crowncenter.com,1,1
https://www.crowncenter.com/,0,2
https://www.cryptocompare.com,1,1
https://www.cryptocompare.com,0,2
https://www.cs.iastate.edu,1,1
https://www.cs.iastate.edu/,0,2
https://www.cs.ucla.edu,1,1
https://www.cs.ucla.edu/,0,2
https://www.csc.edu,1,1
https://www.csc.edu/,0,2
https://www.cse-india.com,1,1
https://www.cse-india.com/,0,2
https://www.csfd.cz,1,1
https://www.csfd.cz,0,2
https://www.csudh.edu,1,1
https://www.csudh.edu/,0,2
https://www.csun.edu,1,1
https://www.csun.edu/,0,2
https://www.csus.edu,1,1
https://www.csus.edu/,0,2
https://www.csusm.edu,1,1
https://www.csusm.edu/,0,2
https://www.csustan.edu,1,1
https://www.csustan.edu/,0,2
https://www.ctownsupermarkets.com,1,1
https://www.ctownsupermarkets.com/,0,2
https://www.cuaa.edu,1,1
https://www.cuaa.edu/,0,2
https://www.cuchini.com,1,1
https://www.cuchini.com/,0,2
https://www.cuisineathome.com,1,1
